chr1	0	752501	748033	756969
chr1	4.2	877284.5	756969	997600
chr1	0	1031163.5	997600	1064727
chr1	0	1078273	1064727	1091819
chr1	0.7	1244015.5	1091819	1396212
chr1	0	1431241	1396212	1466270
chr1	0.199999999999999	1514401.5	1466270	1562533
chr1	0.300000000000001	1625212	1562533	1687891
chr1	0	1710926.5	1687891	1733962
chr1	0	1808926	1733962	1883890
chr1	0	1903341.5	1883890	1922793
chr1	0	2005491.5	1922793	2088190
chr1	0	2159813.5	2088190	2231437
chr1	0	2234043.5	2231437	2236650
chr1	0	2277014.5	2236650	2317379
chr1	0	2356295	2317379	2395211
chr1	0.399999999999999	2480399	2395211	2565587
chr1	0.100000000000001	2600046.5	2565587	2634506
chr1	0	2695960	2634506	2757414
chr1	0	2765248.5	2757414	2773083
chr1	0	2873124.5	2773083	2973166
chr1	0.199999999999999	2990092	2973166	3007018
chr1	0	3043620	3007018	3080222
chr1	0	3099860.5	3080222	3119499
chr1	0	3157928.5	3119499	3196358
chr1	0	3288381	3196358	3380404
chr1	0.300000000000001	3406941	3380404	3433478
chr1	0.3	3464448.5	3433478	3495419
chr1	0	3554475.5	3495419	3613532
chr1	0	3708746	3613532	3803960
chr1	0.899999999999999	3977569.5	3803960	4151179
chr1	0	4177284	4151179	4203389
chr1	0	4233889.5	4203389	4264390
chr1	0.4	4330485.5	4264390	4396581
chr1	0.199999999999999	4461470	4396581	4526359
chr1	0	4655224.5	4526359	4784090
chr1	0.200000000000001	4810746.5	4784090	4837403
chr1	0	4850903	4837403	4864403
chr1	0	4912478	4864403	4960553
chr1	0	5004670.5	4960553	5048788
chr1	0.199999999999999	5116037.5	5048788	5183287
chr1	0	5215884.5	5183287	5248482
chr1	0	5277803	5248482	5307124
chr1	0	5342280.5	5307124	5377437
chr1	0	5442666.5	5377437	5507896
chr1	0	5542555	5507896	5577214
chr1	0	5602998	5577214	5628782
chr1	0	5658385	5628782	5687988
chr1	0	5718937.5	5687988	5749887
chr1	0	5777924.5	5749887	5805962
chr1	0	5839562.5	5805962	5873163
chr1	0.700000000000001	5915485	5873163	5957807
chr1	0	5994609	5957807	6031411
chr1	0	6067643.5	6031411	6103876
chr1	0	6134916	6103876	6165956
chr1	0	6208891.5	6165956	6251827
chr1	0.299999999999999	6259255.5	6251827	6266684
chr1	0.200000000000001	6335675	6266684	6404666
chr1	0.299999999999999	6444264	6404666	6483862
chr1	0.200000000000001	6543516.5	6483862	6603171
chr1	0	6634172.5	6603171	6665174
chr1	0.5	6723803.5	6665174	6782433
chr1	0	6817514.5	6782433	6852596
chr1	0	6890831.5	6852596	6929067
chr1	0.299999999999999	6973227.5	6929067	7017388
chr1	0.200000000000001	7053442	7017388	7089496
chr1	0.399999999999999	7120177	7089496	7150858
chr1	0	7191011.5	7150858	7231165
chr1	0.4	7281831.5	7231165	7332498
chr1	0	7359897	7332498	7387296
chr1	0	7415748	7387296	7444200
chr1	0.0999999999999996	7472708.5	7444200	7501217
chr1	0.300000000000001	7530081.5	7501217	7558946
chr1	0	7617524	7558946	7676102
chr1	0.0999999999999996	7679089.5	7676102	7682077
chr1	0	7716856.5	7682077	7751636
chr1	0	7786743	7751636	7821850
chr1	0	7856086.5	7821850	7890323
chr1	0	7922667	7890323	7955011
chr1	0	7974505	7955011	7993999
chr1	0.0999999999999996	8029473.5	7993999	8064948
chr1	0	8093797.5	8064948	8122647
chr1	0	8196914.5	8122647	8271182
chr1	0	8280953	8271182	8290724
chr1	0	8323427	8290724	8356130
chr1	0	8412141	8356130	8468152
chr1	0	8564418	8468152	8660684
chr1	0	8671714	8660684	8682744
chr1	0	8742828	8682744	8802912
chr1	0.200000000000001	9062189.5	8802912	9321467
chr1	0	9370805	9321467	9420143
chr1	0	9448302	9420143	9476461
chr1	0	9502160.5	9476461	9527860
chr1	0.0999999999999996	9561759	9527860	9595658
chr1	0.0999999999999996	9634428	9595658	9673198
chr1	0	9703454.5	9673198	9733711
chr1	0	9769651	9733711	9805591
chr1	0	9877681.5	9805591	9949772
chr1	0	9969336.5	9949772	9988901
chr1	0	10023175.5	9988901	10057450
chr1	0	10090996.5	10057450	10124543
chr1	0.200000000000001	10207037	10124543	10289531
chr1	0	10314755.5	10289531	10339980
chr1	0	10388539	10339980	10437098
chr1	0	10469243.5	10437098	10501389
chr1	0	10535348.5	10501389	10569308
chr1	0	10615796.5	10569308	10662285
chr1	0	10691379.5	10662285	10720474
chr1	0	10755955.5	10720474	10791437
chr1	0	10847306	10791437	10903175
chr1	0	10934427	10903175	10965679
chr1	0.199999999999999	11026149	10965679	11086619
chr1	0	11119496.5	11086619	11152374
chr1	0.300000000000001	11211235	11152374	11270096
chr1	0	11346047	11270096	11421998
chr1	0	11445248	11421998	11468498
chr1	0.199999999999999	11573542	11468498	11678586
chr1	0	11714522.5	11678586	11750459
chr1	0.0999999999999996	11766744	11750459	11783029
chr1	0	11816368	11783029	11849707
chr1	0	11884147.5	11849707	11918588
chr1	0.200000000000001	11962431.5	11918588	12006275
